source,property_id,price,location,size_sqft,year_built,bedrooms,bathrooms,lot_size,property_type,school_score,rental_estimate,price_history,walk_score,transit_score,bike_score
RealtyUS,9300186861,2500.0,"Boston, MA",1150.0,nan,2.0,1.0,9999.0,apartment,2.2,3350.0,"2025-01-05: 2500, 2025-01-01: 2500, 2024-11-01: 2450, 2024-10-14: 2450, 2024-09-06: 2500, 2024-08-21: 2450, 2023-09-22: 2450, 2023-09-07: 2450",N/A,N/A,N/A
RealtyUS,9514227989,2850.0,"Boston, MA",1270.0,1900.0,3.0,1.0,9999.0,apartment,2.2,3350.0,"2025-02-11: 2850, 2025-01-10: 2900, 2025-01-04: 3200, 2023-09-05: 2800, 2023-08-07: 2800, 2023-07-28: 3000, 2023-06-30: 2800, 2023-06-24: 2800, 2023-01-31: 2600, 2022-11-18: 2600, 2022-10-27: 2900, 2022-10-26: 3200, 2022-10-03: 3200, 2022-09-25: 3500, 2022-09-11: 3600, 2022-08-31: 3900",N/A,N/A,N/A
RealtyUS,9420978107,4000.0,"Boston, MA",9999.0,nan,4.0,1.0,9999.0,apartment,1.7,3350.0,"2025-01-03: 4000, 2022-12-22: 0, 2022-12-21: 3375, 2021-04-22: 0, 2021-04-17: 3000",N/A,N/A,N/A
RealtyUS,4379180864,3600.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,condos,2.2,3350.0,"2025-02-06: 3600, 2025-01-02: 3800, 2023-04-09: 3600, 2019-02-26: 3000, 2017-05-13: 2700, 2017-02-20: 2700",N/A,N/A,N/A
RealtyUS,4159162678,3600.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,condos,2.2,3350.0,"2025-02-06: 3600, 2025-01-02: 3800, 2019-06-03: 0, 2019-05-11: 3000, 2019-05-09: 0, 2019-03-14: 3000, 2019-02-26: 3000, 2016-05-13: 2600, 2016-03-08: 2600",N/A,N/A,N/A
RealtyUS,9030389053,3400.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,condos,2.2,3350.0,"2025-02-05: 3400, 2025-01-02: 3500, 2023-06-12: 510000, 2021-04-26: 499000, 2020-04-22: 2400, 2017-10-16: 427500, 2017-08-24: 399000, 2013-08-29: 228500, 2012-06-05: 228500, 2011-12-20: 239000, 2000-04-07: 135000, 2000-03-20: 266300",N/A,N/A,N/A
RealtyUS,9026016073,3100.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,apartment,2.0,3350.0,"2025-01-02: 3100, 2023-08-30: 0, 2023-08-28: 2400, 2023-08-27: 0, 2023-08-26: 0, 2023-08-25: 0, 2023-08-24: 0, 2023-08-24: 0, 2023-08-23: 2400",N/A,N/A,N/A
RealtyUS,9977222999,2975.0,"Boston, MA",1000.0,nan,3.0,1.0,9999.0,apartment,2.5454545454545454,3350.0,"2025-02-25: 0, 2025-02-05: 0, 2025-01-25: 2975, 2025-01-23: 2975, 2025-01-22: 0, 2025-01-21: 0, 2025-01-20: 0, 2025-01-12: 2975, 2025-01-02: 2975, 2024-12-03: 2975, 2024-04-17: 2975, 2023-08-15: 0, 2023-07-14: 2900, 2023-07-08: 0, 2023-07-03: 0, 2023-07-02: 2900, 2023-06-21: 2900, 2023-06-06: 2900, 2023-06-06: 0, 2023-03-21: 0, 2022-12-16: 2900, 2022-12-07: 2900, 2022-12-06: 2900, 2022-09-01: 2700, 2020-06-30: 2500, 2020-05-19: 2500, 2020-05-12: 2700, 2020-04-29: 2800",N/A,N/A,N/A
RealtyUS,9188170680,3100.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,apartment,2.0,3350.0,"2025-01-03: 3100, 2025-01-02: 2400, 2023-02-09: 0, 2023-02-08: 4350, 2023-02-08: 0, 2023-02-08: 0, 2023-02-07: 0, 2023-02-06: 0, 2023-02-06: 4325, 2023-02-05: 0, 2023-02-04: 4350, 2023-02-04: 0, 2023-02-04: 0, 2023-02-03: 0, 2023-02-03: 4325, 2023-02-03: 0, 2023-02-02: 0, 2023-02-02: 4350, 2023-02-02: 0, 2023-02-01: 4350, 2023-02-01: 0, 2023-02-01: 0, 2023-01-31: 4350, 2023-01-31: 0, 2023-01-31: 0, 2023-01-30: 4350, 2023-01-30: 0, 2023-01-30: 0, 2023-01-29: 4350, 2023-01-29: 0, 2023-01-29: 0, 2023-01-28: 4350, 2023-01-28: 0, 2023-01-27: 4350, 2023-01-27: 0, 2023-01-27: 0, 2023-01-26: 4350, 2023-01-26: 0, 2023-01-26: 0, 2023-01-25: 0, 2023-01-24: 0, 2023-01-24: 4000, 2023-01-24: 0, 2023-01-23: 0, 2023-01-23: 4025, 2023-01-22: 0, 2023-01-22: 3975, 2023-01-21: 0, 2023-01-20: 0, 2023-01-20: 3950, 2023-01-20: 0, 2023-01-19: 0, 2023-01-19: 3950, 2023-01-19: 0, 2023-01-18: 0, 2023-01-18: 3950, 2023-01-17: 0, 2023-01-17: 3950, 2023-01-17: 0, 2023-01-16: 0, 2023-01-16: 3950, 2023-01-16: 0, 2023-01-15: 3950, 2023-01-15: 0, 2023-01-15: 0, 2023-01-14: 3975, 2023-01-14: 0, 2023-01-14: 0, 2023-01-13: 3950, 2023-01-13: 0, 2023-01-12: 0, 2023-01-12: 0, 2023-01-10: 0, 2023-01-09: 0, 2023-01-07: 0, 2023-01-01: 0, 2022-12-31: 4725, 2022-12-30: 0, 2022-12-29: 0, 2022-12-28: 0, 2022-12-27: 0, 2022-12-26: 0, 2022-12-24: 0, 2022-12-23: 4725, 2022-12-23: 0, 2022-12-22: 0, 2022-12-21: 0, 2022-12-20: 4725, 2022-12-19: 0, 2022-12-18: 0, 2022-12-16: 0, 2022-12-12: 0, 2022-12-11: 0, 2022-12-10: 4825, 2022-12-07: 0, 2022-12-04: 0, 2022-12-02: 0, 2022-12-01: 0, 2022-12-01: 0",N/A,N/A,N/A
RealtyUS,9467460724,4200.0,"Boston, MA",1063.0,nan,4.0,1.0,9999.0,condos,1.7,3350.0,"2025-02-04: 4200, 2025-01-24: 4400, 2025-01-02: 3800, 2023-04-27: 0, 2023-04-06: 3900, 2023-03-28: 3300, 2023-03-08: 4050, 2023-03-05: 4050, 2022-08-03: 625000, 2022-07-27: 0, 2022-07-02: 0, 2022-06-26: 625000, 2022-06-20: 3300, 2022-06-18: 3400, 2022-06-14: 645000, 2022-05-10: 565000, 2022-03-23: 549000, 2010-07-15: 289000, 2010-05-12: 289000, 2009-03-29: 1650, 2008-12-28: 1650, 2008-01-01: 309000, 2007-06-11: 309000, 2004-05-25: 259000, 2002-05-02: 212000",N/A,N/A,N/A
RealtyUS,4439804575,4300.0,"Boston, MA",9999.0,nan,4.0,2.0,9999.0,condos,1.8,3350.0,"2025-02-05: 4300, 2025-01-02: 4400, 2023-07-22: 0, 2023-06-21: 4200, 2023-03-05: 4800, 2021-04-22: 0, 2021-04-17: 3800, 2017-12-20: 435000, 2017-10-20: 455900, 2017-10-09: 455900, 2017-09-05: 455900, 2013-08-29: 240000, 2013-07-03: 275500, 2013-04-25: 279900, 2013-03-21: 289900, 2013-03-20: 289000, 2012-05-04: 245000, 1999-09-27: 115000",N/A,N/A,N/A
RealtyUS,9272958808,4000.0,"Boston, MA",9999.0,nan,4.0,1.0,9999.0,condos,1.5,3350.0,"2025-02-05: 4000, 2025-01-29: 4000, 2025-01-02: 4000",N/A,N/A,N/A
RealtyUS,3857758304,3300.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,condos,2.1,3350.0,"2025-01-02: 3300, 2014-11-10: 2100, 2014-10-30: 2100, 2014-10-16: 2200",N/A,N/A,N/A
RealtyUS,9873513205,3750.0,"Boston, MA",999.0,nan,3.0,1.0,999.0,apartment,2.2,3350.0,"2025-01-02: 3750, 2023-12-10: 0, 2023-12-05: 3000, 2023-11-15: 0, 2023-11-02: 3600",N/A,N/A,N/A
RealtyUS,9146858341,1300.0,"Boston, MA",1270.0,nan,4.0,2.0,9999.0,single_family,1.7,3350.0,"2025-01-18: 1300, 2025-01-15: 1325, 2025-01-02: 1300, 2025-01-01: 1325, 2024-10-15: 0, 2024-10-04: 1200, 2024-10-03: 1250, 2024-09-30: 1325, 2024-09-29: 1350, 2024-09-26: 1250, 2024-09-25: 1275, 2024-09-24: 1225, 2024-09-23: 0, 2024-09-22: 1250, 2024-09-21: 1275, 2024-09-19: 1250, 2024-09-17: 1225, 2024-09-16: 1250, 2024-09-04: 1275, 2024-09-03: 1300, 2024-09-01: 1325, 2024-08-30: 1350, 2024-08-29: 1325, 2024-08-24: 1250, 2024-08-23: 1375, 2024-08-15: 1400, 2024-08-14: 1525, 2024-08-10: 1550, 2024-08-08: 1600, 2024-07-16: 1625, 2024-07-11: 1675, 2024-07-10: 1625, 2024-07-04: 1550, 2024-06-21: 1525, 2024-06-16: 1575, 2024-06-15: 1525, 2024-06-12: 1500, 2024-06-09: 1375, 2024-06-08: 0, 2024-05-29: 1400, 2024-05-09: 1450, 2024-04-27: 0, 2024-04-25: 1275, 2024-04-22: 1400, 2024-04-18: 1425, 2024-04-17: 1400, 2024-04-14: 1450, 2024-04-12: 1475, 2024-04-07: 1500, 2024-04-02: 1525, 2024-03-30: 1500, 2024-03-15: 1425, 2024-02-25: 1450, 2024-02-24: 1400, 2024-02-09: 1375, 2024-01-30: 1400, 2024-01-14: 1375, 2024-01-03: 1350, 2023-08-18: 0, 2023-08-15: 1300, 2023-08-10: 1325, 2023-08-09: 1375, 2023-08-06: 1525, 2023-08-03: 1600, 2023-08-01: 1625, 2023-07-28: 1600, 2023-07-27: 1575, 2023-07-26: 1550, 2023-07-25: 1575, 2023-07-24: 1550, 2023-07-22: 1575, 2023-07-20: 1550, 2023-07-19: 1575, 2023-07-18: 1550, 2023-07-17: 1625, 2023-07-16: 1400, 2023-07-15: 1425, 2023-07-13: 1525, 2023-07-08: 1550, 2023-07-07: 1750, 2023-07-02: 1775, 2023-07-01: 1750, 2023-06-30: 1650, 2023-06-28: 1550, 2023-06-24: 1575, 2023-06-23: 1775, 2023-06-22: 1750, 2023-06-21: 1775, 2023-06-19: 1750, 2023-06-18: 1775, 2023-06-17: 1750, 2023-06-16: 1875, 2023-06-15: 1850, 2023-06-14: 1875, 2023-06-13: 1825, 2023-06-10: 1875, 2023-06-09: 1775, 2023-06-07: 0, 2023-06-06: 1650, 2023-06-05: 1625, 2023-06-02: 1650, 2023-06-01: 1700, 2023-05-30: 1725, 2023-05-29: 1675, 2023-05-26: 1700, 2023-05-23: 1750, 2023-05-22: 1775, 2023-05-20: 1875, 2023-05-19: 1825, 2023-05-18: 1875, 2023-05-17: 1825, 2023-05-16: 1875, 2023-05-15: 1850, 2023-05-14: 1875, 2023-05-13: 1825, 2023-05-12: 1925, 2023-05-11: 1875, 2023-05-10: 1925, 2023-05-08: 1875, 2023-05-06: 1925, 2023-05-05: 1875, 2023-05-04: 1900, 2023-05-01: 1950, 2023-04-30: 1900, 2023-04-28: 1925, 2023-04-04: 0, 2023-03-24: 1250, 2023-03-16: 1200, 2023-03-15: 0, 2023-03-01: 1200",N/A,N/A,N/A
RealtyUS,9379395038,3200.0,"Boston, MA",9999.0,nan,2.0,1.0,9999.0,condos,1.7,3350.0,"2025-02-05: 3200, 2024-12-31: 3400",N/A,N/A,N/A
RealtyUS,4049960627,4150.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,condos,1.7,3350.0,"2025-02-05: 4150, 2024-12-31: 4200, 2018-05-12: 2750, 2018-05-01: 2750, 2015-04-24: 2500, 2015-04-15: 2500, 2015-02-04: 2400, 2014-12-21: 2400",N/A,N/A,N/A
RealtyUS,9225593350,4150.0,"Boston, MA",9999.0,nan,3.0,1.0,9999.0,condos,1.7,3350.0,"2025-02-05: 4150, 2024-12-31: 4200, 2023-04-06: 4200, 2022-04-16: 0, 2022-03-28: 2900, 2020-09-21: 2850, 2020-07-25: 0, 2020-07-18: 2850, 2020-06-19: 2850, 2020-05-21: 2900, 2020-05-13: 3100, 2018-09-11: 2750, 2018-08-07: 2750, 2018-06-19: 2750, 2018-05-01: 2750, 2015-05-01: 2500, 2015-04-23: 2500, 2015-02-04: 2400, 2014-12-21: 2400",N/A,N/A,N/A
RealtyUS,3883568194,4000.0,"Boston, MA",9999.0,nan,4.0,2.0,9999.0,condos,2.0,3350.0,"2025-02-05: 4000, 2024-12-31: 4200, 2022-08-04: 0, 2022-08-04: 0, 2022-07-25: 3200, 2022-07-20: 3200, 2022-07-20: 0, 2022-07-12: 3300, 2022-07-01: 0, 2022-06-29: 3300, 2022-06-29: 0, 2022-06-28: 3300, 2022-06-26: 0, 2022-06-26: 3350, 2022-06-18: 3350, 2015-05-15: 2300, 2015-03-13: 2300, 2015-03-02: 2300, 2014-12-19: 2300",N/A,N/A,N/A
RealtyUS,9094514488,4000.0,"Boston, MA",9999.0,nan,4.0,2.0,9999.0,condos,2.0,3350.0,"2025-02-05: 4000, 2024-12-31: 4200, 2024-01-15: 0, 2023-12-29: 4000, 2023-07-29: 0, 2023-07-26: 3300, 2022-07-25: 0, 2022-07-20: 3200, 2022-07-20: 0, 2022-06-29: 3300, 2022-06-29: 0, 2022-06-28: 3300, 2022-06-26: 0, 2022-06-26: 3350, 2022-06-18: 3350, 2021-08-10: 0, 2021-08-06: 2995",N/A,N/A,N/A
Zillow,74314662,550000.0,"633 Daniel Webster Highway, Merrimack, NH 03054",1117.0,nan,4.0,2.0,1.5,SINGLE_FAMILY,2.1818181818181817,3350.0,"1427785200: 242198, 1430377200: 252745, 1433055600: 246565, 1435647600: 248674, 1438326000: 253352, 1441004400: 255668, 1443596400: 251165, 1446274800: 265631, 1448870400: 252738, 1451548800: 255837, 1454227200: 254996, 1456732800: 254810, 1459407600: 251796, 1461999600: 238847, 1464678000: 254723, 1467270000: 252728, 1469948400: 259595, 1472626800: 256884, 1475218800: 255371, 1477897200: 252469, 1480492800: 257615, 1483171200: 253465, 1485849600: 269135, 1488268800: 272006, 1490943600: 266817, 1493535600: 268272, 1496214000: 269189, 1498806000: 272513, 1501484400: 272017, 1504162800: 269283, 1506754800: 274722, 1509433200: 276757, 1512028800: 273286, 1514707200: 270967, 1517385600: 268531, 1519804800: 259654, 1522479600: 268890, 1525071600: 269923, 1527750000: 269978, 1530342000: 284184, 1533020400: 290283, 1535698800: 295253, 1538290800: 296543, 1540969200: 297279, 1543564800: 293177, 1546243200: 286864, 1548921600: 292292, 1551340800: 294133, 1554015600: 298095, 1556607600: 300876, 1559286000: 304138, 1561878000: 307806, 1564556400: 305388, 1567234800: 307822, 1569826800: 308626, 1572505200: 309172, 1575100800: 310828, 1577779200: 314247, 1580457600: 315544, 1582963200: 315105, 1585638000: 314431, 1588230000: 315607, 1590908400: 311265, 1593500400: 304720, 1596178800: 302896, 1598857200: 309888, 1601449200: 317373, 1604127600: 327594, 1606723200: 331343, 1609401600: 348926, 1738310400: 540400, 1740729600: 543400, 1741420800: 563100",46.0,N/A,33.0
Zillow,124632036,675000.0,"3 West Road, Merrimack, NH 03054",2184.0,nan,3.0,3.0,6.4,SINGLE_FAMILY,2.1818181818181817,3445.0,"1427785200: 362344, 1430377200: 370552, 1433055600: 380186, 1435647600: 365478, 1438326000: 365891, 1441004400: 363289, 1443596400: 354242, 1446274800: 355860, 1448870400: 351804, 1451548800: 359891, 1454227200: 354304, 1456732800: 364138, 1459407600: 356277, 1461999600: 362352, 1464678000: 360767, 1467270000: 367331, 1469948400: 370490, 1472626800: 374446, 1475218800: 387996, 1477897200: 371794, 1480492800: 369450, 1483171200: 370052, 1485849600: 378570, 1488268800: 381103, 1490943600: 397376, 1493535600: 405533, 1496214000: 409877, 1498806000: 412171, 1501484400: 412458, 1504162800: 401496, 1506754800: 407787, 1509433200: 429126, 1512028800: 429704, 1514707200: 424795, 1517385600: 422318, 1519804800: 431217, 1522479600: 424454, 1525071600: 412018, 1527750000: 427619, 1530342000: 432554, 1533020400: 429166, 1535698800: 438182, 1538290800: 437902, 1540969200: 434800, 1543564800: 433099, 1546243200: 438045, 1548921600: 438187, 1551340800: 436638, 1554015600: 428619, 1556607600: 428508, 1559286000: 432634, 1561878000: 422773, 1564556400: 428521, 1567234800: 430358, 1569826800: 433247, 1572505200: 433970, 1575100800: 439895, 1577779200: 436766, 1580457600: 440588, 1582963200: 445514, 1585638000: 450978, 1588230000: 454063, 1590908400: 450331, 1593500400: 450501, 1596178800: 453987, 1598857200: 450356, 1601449200: 459315, 1604127600: 460829, 1606723200: 464037, 1609401600: 480564, 1612080000: 485430, 1614499200: 486181, 1617174000: 492978, 1619766000: 524146, 1622444400: 529590, 1625036400: 530700, 1627714800: 531500, 1630393200: 561300, 1632985200: 563500, 1635663600: 573100, 1638259200: 581000, 1640937600: 589000, 1643616000: 601400, 1646035200: 610000, 1648710000: 606000, 1651302000: 625400, 1653980400: 629300, 1656572400: 635700, 1659250800: 631300, 1661929200: 633100, 1664521200: 639500, 1667199600: 642900, 1669795200: 649000, 1672473600: 654500, 1675152000: 644000, 1677571200: 627300, 1680246000: 620000, 1682838000: 630100, 1685516400: 640400, 1688108400: 642500, 1690786800: 636000, 1693465200: 640900, 1696057200: 643800, 1698735600: 648400, 1701331200: 641900, 1704009600: 650500, 1706688000: 651400, 1709193600: 679500, 1711868400: 685000, 1714460400: 692700, 1717138800: 692200, 1719730800: 695000, 1722409200: 691500, 1725087600: 695600, 1727679600: 695000, 1730358000: 691600, 1732953600: 702800, 1735632000: 711900, 1738310400: 707000, 1740729600: 704500, 1741420800: 677600",2.0,N/A,21.0
Zillow,74316167,475000.0,"8 Bean Road, Merrimack, NH 03054",1621.0,nan,3.0,2.0,0.92,SINGLE_FAMILY,2.1818181818181817,2623.0,"1427785200: 245720, 1430377200: 253631, 1433055600: 259470, 1435647600: 259717, 1438326000: 261190, 1441004400: 258196, 1443596400: 255661, 1446274800: 256714, 1448870400: 252794, 1451548800: 250621, 1454227200: 248210, 1456732800: 253684, 1459407600: 257868, 1461999600: 251093, 1464678000: 252784, 1467270000: 250658, 1469948400: 250061, 1472626800: 258069, 1475218800: 260963, 1477897200: 259116, 1480492800: 254271, 1483171200: 255253, 1485849600: 258366, 1488268800: 258263, 1490943600: 270421, 1493535600: 273713, 1496214000: 275269, 1498806000: 278586, 1501484400: 281414, 1504162800: 283121, 1506754800: 288018, 1509433200: 285344, 1512028800: 281836, 1514707200: 285967, 1517385600: 284548, 1519804800: 283094, 1522479600: 286463, 1525071600: 290040, 1527750000: 292578, 1530342000: 294752, 1533020400: 296244, 1535698800: 297097, 1538290800: 296711, 1540969200: 296929, 1543564800: 295635, 1546243200: 299552, 1548921600: 300321, 1551340800: 301267, 1554015600: 300723, 1556607600: 300645, 1559286000: 305188, 1561878000: 307138, 1564556400: 307835, 1567234800: 306885, 1569826800: 307108, 1572505200: 310635, 1575100800: 311071, 1577779200: 312301, 1580457600: 314456, 1582963200: 321236, 1585638000: 325165, 1588230000: 330393, 1590908400: 325051, 1593500400: 330532, 1596178800: 333246, 1598857200: 332379, 1601449200: 342107, 1604127600: 340856, 1606723200: 349204, 1609401600: 357572, 1612080000: 360978, 1614499200: 367181, 1617174000: 370109, 1619766000: 386627, 1622444400: 391067, 1625036400: 409500, 1627714800: 411100, 1630393200: 409600, 1632985200: 405900, 1635663600: 411700, 1638259200: 411100, 1640937600: 412400, 1643616000: 423300, 1646035200: 428400, 1648710000: 443900, 1651302000: 454300, 1653980400: 457700, 1656572400: 456300, 1659250800: 451900, 1661929200: 445000, 1664521200: 443400, 1667199600: 446400, 1669795200: 444900, 1672473600: 437500, 1675152000: 432400, 1677571200: 437900, 1680246000: 450100, 1682838000: 460500, 1685516400: 473300, 1688108400: 484100, 1690786800: 482900, 1693465200: 486300, 1696057200: 487300, 1698735600: 484900, 1701331200: 467200, 1704009600: 478200, 1706688000: 476600, 1709193600: 496200, 1711868400: 502800, 1714460400: 509000, 1717138800: 513700, 1719730800: 516300, 1722409200: 516500, 1725087600: 513800, 1727679600: 511500, 1730358000: 506200, 1732953600: 512100, 1735632000: 506500, 1738310400: 503500, 1740729600: 516200, 1741420800: 483200",4.0,N/A,22.0
Zillow,74302221,400000.0,"48 Meetinghouse Road, Merrimack, NH 03054",1879.0,nan,3.0,2.0,0.4,SINGLE_FAMILY,2.1818181818181817,3350.0,,N/A,N/A,N/A
Zillow,92860303,2400000.0,"15 Wasserman Heights, Merrimack, NH 03054",6462.0,nan,4.0,6.0,6.55,SINGLE_FAMILY,2.1818181818181817,3350.0,,N/A,N/A,N/A
Zillow,74300320,689900.0,"19 Scotchpine Ln, Merrimack, NH 03054",2494.0,nan,4.0,3.0,0.25,SINGLE_FAMILY,2.1818181818181817,3350.0,,N/A,N/A,N/A
